[2026-09-26T14:34:57.956Z] syncing 1 Topps Tiles products to Shopify as DRAFT
[2026-09-26T14:59:05.089Z] ✓ Dural U-Drain Pro 65mm Wide Corner Piece — 2/2 variants, 2 images, 2 variant images
[2026-09-26T14:59:11.267Z] ✓ Dural U-Drain Pro 105mm Wide Corner Piece — 2/2 variants, 2 images, 2 variant images
[2026-09-26T14:59:19.982Z] ✓ Dural U-Drain Pro 105mm Wide T-Piece Connector — 2/2 variants, 2 images, 2 variant images
[2026-09-26T14:59:20.688Z] ✓ Dural U-Drain Pro 105mm Wide Drainage Channel Silver — 2/2 variants, 2 images, 2 variant images
[2026-09-26T14:59:27.926Z] ✓ Dural U-Drain Pro 105mm Wide Drainage Channel Black — 2/2 variants, 2 images, 2 variant images
[2026-09-26T14:59:35.714Z] ✓ Dural U-Drain Pro Universal Connector — 2/2 variants, 2 images, 2 variant images
[2026-09-26T14:59:36.542Z] ✓ Dural U-Drain Pro 65mm Wide Vertical Drain Support — 2/2 variants, 2 images, 2 variant images
[2026-09-26T14:59:46.400Z] ✓ Everscape™ Interlock — 4/4 variants, 22 images, 4 variant images
[2026-09-26T14:59:50.093Z] ✓ DEX Manual Cutter — 2/2 variants, 8 images, 2 variant images
[2026-09-26T14:59:54.431Z] ✓ Aluminium Splashbacks — 3/3 variants, 19 images, 3 variant images
[2026-09-26T15:00:03.142Z] ✓ RUBI RP Magnet Manual Cutter — 4/4 variants, 11 images, 4 variant images
[2026-09-26T15:00:04.133Z] ✓ Dural U-Drain Pro 65mm Wide T-Piece Connector — 2/2 variants, 2 images, 2 variant images
[2026-09-26T15:00:09.609Z] ✓ Dural U-Drain Pro End Cap — 2/2 variants, 2 images, 2 variant images
[2026-09-26T15:00:20.257Z] ✓ Nepal — 2/2 variants, 10 images, 2 variant images
[2026-09-26T15:00:20.258Z] progress 250/843 (ok 250, warnings 0, failed 0)
[2026-09-26T15:00:22.437Z] ✓ Vernon — 3/3 variants, 16 images, 3 variant images
[2026-09-26T15:00:28.679Z] ✓ Cotto — 4/4 variants, 22 images, 4 variant images
[2026-09-26T15:00:37.553Z] ✓ Aries™ — 3/3 variants, 18 images, 3 variant images
[2026-09-26T15:00:44.958Z] ✓ Kemble™ — 9/9 variants, 41 images, 9 variant images
[2026-09-26T15:00:50.776Z] ✓ BAL Micromax Grout-Effect Sealant — 20/20 variants, 41 images, 20 variant images
[2026-09-26T15:00:56.752Z] ✓ Getty™ — 2/2 variants, 12 images, 2 variant images
[2026-09-26T15:01:03.280Z] ✓ Pikko™ — 4/4 variants, 19 images, 4 variant images
[2026-09-26T15:01:11.999Z] ✓ Engineered Wood Flooring — 6/6 variants, 31 images, 6 variant images
[2026-09-26T15:01:29.683Z] ✓ Warmup DCM-Pro-C Cable — 17/17 variants, 35 images, 17 variant images
[2026-09-26T15:01:30.587Z] ✓ Laminate Flooring — 17/17 variants, 82 images, 17 variant images
[2026-09-26T15:01:31.679Z] ✓ Warmup DCM-Pro Peel and Stick — 2/2 variants, 8 images, 2 variant images
[2026-09-26T15:01:38.114Z] ✓ Lakestone Grey XL Tile (120cm x 60cm) — 1/1 variants, 10 images, 1 variant images
[2026-09-26T15:01:39.104Z] ✓ Newstone White XL Tile (120cm x 120cm) — 1/1 variants, 4 images, 1 variant images
[2026-09-26T15:01:45.534Z] ✓ Grava Light Grey XL Tile (120cm x 120cm) — 1/1 variants, 4 images, 1 variant images
[2026-09-26T15:01:46.268Z] ✓ Faraway Grey XL Tile (120cm x 60cm) — 1/1 variants, 9 images, 1 variant images
[2026-09-26T15:01:47.746Z] ✓ Warmup DCM-Pro Fleece Backed — 2/2 variants, 8 images, 2 variant images
[2026-09-26T15:01:52.420Z] ✓ Vision Black XL Tile (59.5cm x 119.5cm) — 1/1 variants, 9 images, 1 variant images
[2026-09-26T15:01:53.351Z] ✓ Brave Onyx XL Tile (120cm x 60cm) — 1/1 variants, 10 images, 1 variant images
[2026-09-26T15:01:58.606Z] ✓ Paonazzo Calacatta XL Tile (119.8cm x 59.8cm) — 1/1 variants, 11 images, 1 variant images
[2026-09-26T15:01:59.453Z] ✓ Monet Calacatta XL Tile (119.8cm x 119.8cm) — 1/1 variants, 10 images, 1 variant images
[2026-09-26T15:02:00.776Z] ✓ Verde Bosco XL Tile (59.5cm x 119.5cm) — 1/1 variants, 6 images, 1 variant images
[2026-09-26T15:02:06.157Z] ✓ Invisible Grey XL Tile (120cm x 120cm) — 1/1 variants, 4 images, 1 variant images
[2026-09-26T15:02:16.653Z] ✓ Crisp — 2/2 variants, 11 images, 2 variant images
[2026-09-26T15:02:19.917Z] ✓ Kasota™ — 5/5 variants, 25 images, 5 variant images
[2026-09-26T15:02:20.197Z] ✓ Jackoboard Plano Construction Board 6mm — 2/2 variants, 2 images, 2 variant images
[2026-09-26T15:02:20.197Z] progress 275/843 (ok 275, warnings 0, failed 0)
[2026-09-26T15:02:34.341Z] ✓ BAL Absolute Grout — 3/3 variants, 7 images, 3 variant images
[2026-09-26T15:02:40.351Z] ✓ Wiven™ — 6/6 variants, 28 images, 6 variant images
[2026-09-26T15:02:41.074Z] ✓ Porcelain Splashbacks — 12/12 variants, 54 images, 12 variant images
[2026-09-26T15:02:54.925Z] ✓ Pavo — 6/6 variants, 29 images, 6 variant images
[2026-09-26T15:02:55.838Z] ✓ Marcrist MM850 AkkuMAX — 3/3 variants, 6 images, 3 variant images
[2026-09-26T15:03:00.257Z] ✓ Rivona™ — 4/4 variants, 21 images, 4 variant images
[2026-09-26T15:03:09.522Z] ✓ Marcrist CD850 AkkuMAX — 2/2 variants, 4 images, 2 variant images
[2026-09-26T15:03:13.048Z] ✓ Astoria — 3/3 variants, 14 images, 3 variant images
[2026-09-26T15:03:18.373Z] ✓ Portland — 4/4 variants, 23 images, 4 variant images
[2026-09-26T15:03:27.034Z] ✓ Istrian — 3/3 variants, 15 images, 3 variant images
[2026-09-26T15:03:30.804Z] ✓ Palladium — 4/4 variants, 20 images, 4 variant images
[2026-09-26T15:03:33.203Z] ✓ Urban — 2/2 variants, 10 images, 2 variant images
[2026-09-26T15:03:45.301Z] ✓ BAL Terrace Grout — 4/4 variants, 8 images, 4 variant images
[2026-09-26T15:03:47.830Z] ✓ Mas — 8/8 variants, 33 images, 8 variant images
[2026-09-26T15:03:51.628Z] ✓ Elko — 6/6 variants, 20 images, 6 variant images
[2026-09-26T15:04:00.595Z] ✓ Excel Bond Tiling Primer — 2/2 variants, 2 images, 2 variant images
[2026-09-26T15:04:07.232Z] ✓ Kanvas™ — 5/5 variants, 26 images, 5 variant images
[2026-09-26T15:04:09.245Z] ✓ Palma — 3/3 variants, 16 images, 3 variant images
[2026-09-26T15:04:18.145Z] ✓ Marcrist PG750X Dry Tile Drill Bit — 9/9 variants, 16 images, 9 variant images
[2026-09-26T15:04:21.175Z] ✓ Marcrist FZ850 Diamond Cutting Blade — 2/2 variants, 10 images, 2 variant images
[2026-09-26T15:04:26.044Z] ✓ Iceland — 2/2 variants, 11 images, 2 variant images
[2026-09-26T15:04:38.253Z] ✓ Tanjin™ — 6/6 variants, 36 images, 6 variant images
[2026-09-26T15:04:38.544Z] ✓ Henlow™ — 2/2 variants, 13 images, 2 variant images
[2026-09-26T15:04:45.723Z] ✓ Opalia™ — 6/6 variants, 30 images, 6 variant images
[2026-09-26T15:04:57.614Z] ✓ Timeless™ — 6/6 variants, 22 images, 6 variant images
[2026-09-26T15:04:57.615Z] progress 300/843 (ok 300, warnings 0, failed 0)
[2026-09-26T15:05:01.154Z] ✓ Earthen — 9/9 variants, 42 images, 9 variant images
[2026-09-26T15:05:02.065Z] ✓ Fitzrovia — 2/2 variants, 11 images, 2 variant images
[2026-09-26T15:05:15.261Z] ✓ Warmup 7iE Thermostat — 3/3 variants, 12 images, 3 variant images
[2026-09-26T15:05:17.376Z] ✓ Reno Mosaics — 2/2 variants, 8 images, 2 variant images
[2026-09-26T15:05:19.821Z] ✓ Renew — 4/4 variants, 19 images, 4 variant images
[2026-09-26T15:05:23.665Z] ✓ Spectrum Mix Glass Mosaic Tile — 1/1 variants, 5 images, 1 variant images
[2026-09-26T15:05:30.720Z] ✓ Picket Mix Mosaics — 2/2 variants, 10 images, 2 variant images
[2026-09-26T15:05:36.697Z] ✓ Bela Navy Mosaic Tile — 1/1 variants, 6 images, 1 variant images
[2026-09-26T15:05:37.515Z] ✓ Arno Oval Mosaics — 4/4 variants, 13 images, 4 variant images
[2026-09-26T15:05:38.863Z] ✓ Aragon Mosaics — 2/2 variants, 8 images, 2 variant images
[2026-09-26T15:05:43.685Z] ✓ Metal Penny Mosaic Tile — 1/1 variants, 6 images, 1 variant images
[2026-09-26T15:05:44.575Z] ✓ Laureto Beige Tile (59.8cm x 119.8cm) — 1/1 variants, 7 images, 1 variant images
[2026-09-26T15:05:50.013Z] ✓ Campagna Artisan Taupe Tile (7.5cm x 15cm) — 1/1 variants, 3 images, 1 variant images
[2026-09-26T15:05:58.478Z] ✓ Emotion — 5/5 variants, 19 images, 5 variant images
[2026-09-26T15:06:02.987Z] ✓ Tatten — 3/3 variants, 15 images, 3 variant images
[2026-09-26T15:06:08.273Z] ✓ Tarssian — 2/2 variants, 14 images, 2 variant images
[2026-09-26T15:06:09.198Z] ✓ Lux Grey XL Tile (120cm x 120cm) — 1/1 variants, 8 images, 1 variant images
[2026-09-26T15:06:15.371Z] ✓ Nouveau White XL Tile (120cm x 120cm) — 1/1 variants, 9 images, 1 variant images
[2026-09-26T15:06:16.071Z] ✓ Onyx Grey XL Tile (120cm x 120cm) — 1/1 variants, 8 images, 1 variant images
[2026-09-26T15:06:17.405Z] ✓ Florrial — 3/3 variants, 14 images, 3 variant images
[2026-09-26T15:06:22.735Z] ✓ Borgogna Stone XL Tile (120cm x 120cm) — 1/1 variants, 9 images, 1 variant images
[2026-09-26T15:06:23.550Z] ✓ Calacatta Gold XL Tile (120cm x 120cm) — 1/1 variants, 9 images, 1 variant images
[2026-09-26T15:06:24.910Z] ✓ Fiori Grey XL Tile (120cm x 120cm) — 1/1 variants, 9 images, 1 variant images
[2026-09-26T15:06:29.168Z] ✓ Labrodite XL Tile (120cm x 120cm) — 1/1 variants, 9 images, 1 variant images
[2026-09-26T15:06:42.239Z] ✓ Inigo — 2/2 variants, 14 images, 2 variant images
[2026-09-26T15:06:42.240Z] progress 325/843 (ok 325, warnings 0, failed 0)
[2026-09-26T15:06:42.922Z] ✓ Azpects Easy Joint Porcelain Brush-In Grout — 2/2 variants, 12 images, 2 variant images
[2026-09-26T15:06:44.212Z] ✓ Black Mamba Nitrile Gloves — 2/2 variants, 6 images, 2 variant images
[2026-09-26T15:06:48.882Z] ✓ Yorkshire Grey Oak Luxury Vinyl Tile — 1/1 variants, 5 images, 1 variant images
[2026-09-26T15:06:49.704Z] ✓ Lesedi Oak Luxury Vinyl Tile — 1/1 variants, 5 images, 1 variant images
[2026-09-26T15:07:06.953Z] ✓ Bowden — 3/3 variants, 17 images, 3 variant images
[2026-09-26T15:07:07.906Z] ✓ Everscape™ Winsford — 3/3 variants, 15 images, 3 variant images
[2026-09-26T15:07:11.933Z] ✓ Galletti™ — 12/12 variants, 61 images, 12 variant images
[2026-09-26T15:07:21.956Z] ✓ Triunfo — 3/3 variants, 10 images, 3 variant images
[2026-09-26T15:07:25.834Z] ✓ Arenite — 3/3 variants, 10 images, 3 variant images
[2026-09-26T15:07:26.835Z] ✓ Amstel — 4/4 variants, 24 images, 4 variant images
[2026-09-26T15:07:41.097Z] ✓ Onea — 2/2 variants, 9 images, 2 variant images
[2026-09-26T15:07:41.832Z] ✓ Jewell — 2/2 variants, 10 images, 2 variant images
[2026-09-26T15:07:43.493Z] ✓ Elementi — 9/9 variants, 36 images, 9 variant images
[2026-09-26T15:07:56.231Z] ✓ Paleo — 2/2 variants, 9 images, 2 variant images
[2026-09-26T15:08:01.492Z] ✓ Station — 5/5 variants, 25 images, 5 variant images
[2026-09-26T15:08:02.483Z] ✓ Zellige — 5/5 variants, 25 images, 5 variant images
[2026-09-26T15:08:16.917Z] ✓ Ares — 6/6 variants, 32 images, 6 variant images
[2026-09-26T15:08:17.223Z] ✓ Verona — 2/2 variants, 10 images, 2 variant images
[2026-09-26T15:08:20.088Z] ✓ Austral Outdoor — 4/4 variants, 20 images, 4 variant images
[2026-09-26T15:08:31.909Z] ✓ Elegant — 2/2 variants, 10 images, 2 variant images
[2026-09-26T15:08:35.632Z] ✓ Pulse — 4/4 variants, 16 images, 4 variant images
[2026-09-26T15:08:38.073Z] ✓ Klink Terracotta Tile (29.7cm x 29.7cm) — 1/1 variants, 3 images, 1 variant images
[2026-09-26T15:08:39.420Z] ✓ Homestone — 5/5 variants, 30 images, 5 variant images
[2026-09-26T15:08:50.757Z] ✓ Merletto — 2/2 variants, 10 images, 2 variant images
[2026-09-26T15:08:56.095Z] ✓ Native — 3/3 variants, 19 images, 3 variant images
[2026-09-26T15:08:56.097Z] progress 350/843 (ok 350, warnings 0, failed 0)
[2026-09-26T15:08:57.394Z] ✓ Rialto — 4/4 variants, 18 images, 4 variant images
[2026-09-26T15:09:03.402Z] ✓ Silk White Tile (30cm x 60cm) — 1/1 variants, 5 images, 1 variant images
[2026-09-26T15:09:08.175Z] ✓ Rockstone — 2/2 variants, 11 images, 2 variant images
[2026-09-26T15:09:13.831Z] ✓ Rustic — 4/4 variants, 13 images, 4 variant images
[2026-09-26T15:09:20.771Z] ✓ Souk — 3/3 variants, 11 images, 3 variant images
[2026-09-26T15:09:27.670Z] ✓ Bellevue — 6/6 variants, 25 images, 6 variant images
[2026-09-26T15:09:31.182Z] ✓ Illusion — 4/4 variants, 18 images, 4 variant images
[2026-09-26T15:09:37.955Z] ✓ Marrakesh — 4/4 variants, 18 images, 4 variant images
[2026-09-26T15:09:44.466Z] ✓ Winsford™ — 3/3 variants, 17 images, 3 variant images
[2026-09-26T15:09:48.214Z] ✓ Rainwood — 2/2 variants, 12 images, 2 variant images
[2026-09-26T15:09:53.407Z] ✓ Tenby Beige XL Tile (120cm x 120cm) — 1/1 variants, 12 images, 1 variant images
[2026-09-26T15:09:58.570Z] ✓ Nodis — 6/6 variants, 33 images, 6 variant images
[2026-09-26T15:10:04.746Z] ✓ Varino Bone Tile (30cm x 60cm) — 1/1 variants, 6 images, 1 variant images
[2026-09-26T15:10:14.286Z] ✓ Real Wood Veneer Flooring — 10/10 variants, 52 images, 10 variant images
[2026-09-26T15:10:25.824Z] ✓ Claverstone — 6/6 variants, 28 images, 6 variant images
[2026-09-26T15:10:32.975Z] ✓ Manhattan Gris Outdoor Tile (60cm x 90cm) — 1/1 variants, 6 images, 1 variant images
[2026-09-26T15:10:33.500Z] ✓ SPC Flooring — 30/30 variants, 137 images, 30 variant images
[2026-09-26T15:10:39.214Z] ✓ Brayford — 9/9 variants, 42 images, 9 variant images
[2026-09-26T15:10:39.407Z] ✓ Kansas Bone Outdoor Tile (60cm x 90cm) — 1/1 variants, 8 images, 1 variant images
[2026-09-26T15:10:39.848Z] ✓ Overland Greige Outdoor Tile (60cm x 60cm) — 1/1 variants, 5 images, 1 variant images
[2026-09-26T15:10:47.033Z] ✓ BAL Green Star Adhesive 15kg — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:10:52.969Z] ✓ BAL Rapid-Flex Fibre Plus White S1 Adhesive 20kg — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:10:55.979Z] ✓ Wood Skirting Boards — 5/5 variants, 10 images, 5 variant images
[2026-09-26T15:10:58.764Z] ✓ PVC Skirting Boards — 7/7 variants, 13 images, 7 variant images
[2026-09-26T15:10:59.790Z] ✓ BAL White Star Plus Adhesive 10ltr — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:10:59.791Z] progress 375/843 (ok 375, warnings 0, failed 0)
[2026-09-26T15:11:02.988Z] ✓ PC Heat Resistant S1 Adhesive 10kg — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:11:05.967Z] ✓ Excel Bond Super-Flex Single Part White S2 Adhesive 20kg — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:11:07.063Z] ✓ Homelux White 6mm Trim — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:11:10.790Z] ✓ wedi Bathboard End Panel 770mmx600mmx20mm — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:11:13.493Z] ✓ wedi Mensolo L Angle Unit 200mmx200mm — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:11:14.676Z] ✓ wedi Sanoasa Bench 4 — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:11:18.108Z] ✓ wedi Sanoasa Corner Seat — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:11:20.869Z] ✓ Warmup MTC Thermostat — 1/1 variants, 2 images, 1 variant images
[2026-09-26T15:11:21.991Z] ✓ wedi Mensolo U Angle Unit 200mmx200mx200mm — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:11:25.211Z] ✓ Foundry™ Wax 50g — 1/1 variants, 2 images, 1 variant images
[2026-09-26T15:11:28.431Z] ✓ BAL Micro-Shield Plus — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:11:29.433Z] ✓ Durabase Sealing Strip — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:11:32.504Z] ✓ Fila Colour Intensifier 1ltr — 1/1 variants, 3 images, 1 variant images
[2026-09-26T15:11:35.256Z] ✓ Fila Stone Cement Residue Remover 1ltr — 1/1 variants, 2 images, 1 variant images
[2026-09-26T15:11:36.413Z] ✓ Fila Porcelain Cement Residue Remover 1ltr — 1/1 variants, 2 images, 1 variant images
[2026-09-26T15:11:39.541Z] ✓ Fila Grout Cleaner — 1/1 variants, 4 images, 1 variant images
[2026-09-26T15:11:42.283Z] ✓ Fila Grout Sealer — 1/1 variants, 2 images, 1 variant images
[2026-09-26T15:11:43.444Z] ✓ Excel Bond Self Smoothing 20kg — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:11:46.597Z] ✓ Fila Multi Surface Cleaner 1ltr — 1/1 variants, 2 images, 1 variant images
[2026-09-26T15:11:49.321Z] ✓ Fila Multi Surface Stain Remover 500ml — 1/1 variants, 2 images, 1 variant images
[2026-09-26T15:11:50.484Z] ✓ Ultra Level It One Fibre Plus — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:11:53.689Z] ✓ wedi 610 Adhesive Silicone Sealant 310ml — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:11:56.443Z] ✓ BAL Primer APD 2.5ltr — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:11:57.575Z] ✓ RUBI Kit Rubiclean Pro — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:12:00.686Z] ✓ Ultra Level It 2 (Liquid) 4ltr - Part 2 — 1/1 variants, 2 images, 1 variant images
[2026-09-26T15:12:00.687Z] progress 400/843 (ok 400, warnings 0, failed 0)
[2026-09-26T15:12:03.485Z] ✓ Ultra Level It 2 (Powder) 20kg - Part 1 — 1/1 variants, 2 images, 1 variant images
[2026-09-26T15:12:04.645Z] ✓ Ultra Level It One Self Levelling Compound 20kg — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:12:07.788Z] ✓ Residual Circuit Device — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:12:11.220Z] ✓ Warmup Insulating Glass Fibre Tape — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:12:12.472Z] ✓ Warmup Replacement Probe 4iE 3iE Tempo — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:12:18.897Z] ✓ Durabase CI++ Matting 1m² — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:12:19.660Z] ✓ HardieBacker Floor Screws 25mm — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:12:25.694Z] ✓ HardieBacker Score-and-snap knife — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:12:26.127Z] ✓ BAL Mixing Bucket — 2/2 variants, 2 images, 2 variant images
[2026-09-26T15:12:26.657Z] ✓ HardieBacker Tape 15m — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:12:33.575Z] ✓ HardieBacker Wall Screws 35mm — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:12:34.017Z] ✓ RUBI 3 Pad Set High 25cm Replacement — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:12:34.444Z] ✓ RUBI Aluminium Handle — 1/1 variants, 2 images, 1 variant images
[2026-09-26T15:12:40.588Z] ✓ RUBI Aluminium Scraper for Cast — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:12:41.273Z] ✓ RUBI Bob Plumb 600 — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:12:41.734Z] ✓ RUBI 3 Pad Set Medium 25cm Replacement — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:12:48.120Z] ✓ RUBI 3 Pad Set V Soft 25cm Replacement — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:12:48.566Z] ✓ RUBI Brick Trowel PFM23-180 A — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:12:49.022Z] ✓ RUBI Brick Trowel PFM55-165 — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:12:55.942Z] ✓ RUBI Brick Trowel PFP23-185 B — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:12:56.378Z] ✓ RUBI Brick Trowel PFP33-170x50 — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:03.118Z] ✓ RUBI Carbide Saw Concrete Blocks — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:03.568Z] ✓ RUBI Ceramic Block Diamond Blade — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:08.175Z] ✓ RUBI Cable with Plug — 2/2 variants, 2 images, 2 variant images
[2026-09-26T15:13:10.201Z] ✓ RUBI Ceramic Block Tiles — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:10.201Z] progress 425/843 (ok 425, warnings 0, failed 0)
[2026-09-26T15:13:10.677Z] ✓ RUBI Chuck — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:15.354Z] ✓ RUBI Chuck Key — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:17.518Z] ✓ RUBI Construction Pencil — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:17.976Z] ✓ RUBI Counter Gage — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:23.527Z] ✓ RUBI Diamant ND-200 — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:25.581Z] ✓ RUBI Diamond Blade CPC2 230 Wet — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:26.011Z] ✓ RUBI Diamond Blade CPC2 300 Wet — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:30.576Z] ✓ RUBI Diamond Blade CSV 125 Dry — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:32.636Z] ✓ RUBI Diamond Blade S115-BL Dry — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:33.098Z] ✓ RUBI Diamond Blade SHR 350 Wet — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:37.670Z] ✓ RUBI Diamond Blade T115-BL Dry — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:39.771Z] ✓ RUBI Diamond Blade T230-BL Dry — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:40.279Z] ✓ RUBI Diamond Blade TCR 230 Dry — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:45.953Z] ✓ RUBI Diamond Blade TON 250 Wet — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:47.963Z] ✓ RUBI Ear Protector — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:48.385Z] ✓ RUBI Flexible Trowel PH — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:53.119Z] ✓ RUBI foragres Kit — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:55.154Z] ✓ RUBI Framer Hammer Mag RH 500 — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:13:55.533Z] ✓ RUBI Glue Bars 175 (25) — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:00.215Z] ✓ RUBI Brick Trowel PFP23-180 A — 1/1 variants, 2 images, 1 variant images
[2026-09-26T15:14:02.266Z] ✓ RUBI Brick Trowel PFP25-180 — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:02.689Z] ✓ RUBI Epoxy Mortar Mixer E-80 — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:07.806Z] ✓ RUBI Glue Gun Applicator — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:10.064Z] ✓ RUBI Grout Saw — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:10.542Z] ✓ RUBI Grout Saw Replacement — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:10.542Z] progress 450/843 (ok 450, warnings 0, failed 0)
[2026-09-26T15:14:15.972Z] ✓ RUBI Hammer White Rubber R 250 — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:17.993Z] ✓ RUBI Handle for Sponges and Foams — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:18.407Z] ✓ RUBI Joint Applicator Manual — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:22.900Z] ✓ RUBI Joint Applicator Spare Nozzles — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:25.461Z] ✓ RUBI Joint Applicator Spare Kit — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:25.899Z] ✓ RUBI Knee Cushion — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:30.906Z] ✓ RUBI Line Marker Blue Powder — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:32.906Z] ✓ RUBI Line Reel 1.7 — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:33.361Z] ✓ RUBI Lumbar Protector L — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:38.245Z] ✓ RUBI Lumbar Protector XL — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:40.192Z] ✓ RUBI Master Chalk Line — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:40.630Z] ✓ RUBI Master-N Line Marker — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:45.239Z] ✓ RUBI Mortar Scraper S.Layer PH — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:47.490Z] ✓ RUBI Mortar Scraper S.Layer WH — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:47.930Z] ✓ RUBI Mortar Scraper S.Layer WH (022000) — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:53.500Z] ✓ RUBI Nippers for Glass Mosaic — 1/1 variants, 2 images, 1 variant images
[2026-09-26T15:14:55.652Z] ✓ RUBI Plastic Bucket Graduation 12ltr — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:14:56.157Z] ✓ RUBI Porex Float Narrow — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:15:00.830Z] ✓ RUBI Porex Float Rectangular — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:15:03.337Z] ✓ RUBI Rubber Trowel Solid PH — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:15:04.003Z] ✓ RUBI Rubber Trowel Termoflex PH — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:15:09.002Z] ✓ RUBI Rubber Trowel Termoflex WH — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:15:11.262Z] ✓ RUBI Rubinet Float Sponge Handle — 1/1 variants, 1 images, 1 variant images
[2026-09-26T15:15:11.707Z] ✓ RUBI Rubinet Float with Sponge — 1/1 variants, 1 images, 1 variant images
